card_number,variant,category,color,cost,life,power,counter,attribute,types,effect,trigger,artist,block,standard,extra
OP13-090,,Character,Black,6,,7000,2000,Strike,Fish-Man/Dressrosa/Revolutionary Army,,,Nekobayashi,4,legal,legal
OP13-091,,Character,Black,6,,5000,1000,Special,Celestial Dragons/Five Elders,"If you have 7 or more cards in your trash, this Character cannot be removed from the field by your opponent's effects and gains [Blocker]. [On Play] You may trash 1 card from your hand: K.O. up to 1 of your opponent's Characters with a base cost of 5 or less.",,Yosuke Adachi,4,legal,legal
OP13-091p1,Alternate Art,Character,Black,6,,5000,1000,Special,Celestial Dragons/Five Elders,"If you have 7 or more cards in your trash, this Character cannot be removed from the field by your opponent's effects and gains [Blocker]. [On Play] You may trash 1 card from your hand: K.O. up to 1 of your opponent's Characters with a base cost of 5 or less.",,Gege Akutami,4,legal,legal
OP13-091p2,Alternate Art,Character,Black,6,,5000,1000,Special,Celestial Dragons/Five Elders,"If you have 7 or more cards in your trash, this Character cannot be removed from the field by your opponent's effects and gains [Blocker]. [On Play] You may trash 1 card from your hand: K.O. up to 1 of your opponent's Characters with a base cost of 5 or less.",,Gege Akutami,4,legal,legal
OP13-092,,Character,Black,2,,0,2000,Wisdom,Celestial Dragons,"[On Play] If you have 3 or less Life cards, play up to 1 {Mary Geoise} type Stage card with a cost of 1 from your trash.",,kankurou,4,legal,legal
OP13-093,,Character,Black,3,,4000,1000,Wisdom,Journalist,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On Play] Draw 2 cards and trash 2 cards from your hand.",,shosuke,4,legal,legal
OP13-094,,Character,Black,1,,1000,1000,Wisdom,Egghead/Scientist,[On Play] Up to 1 of your {Celestial Dragons} type Characters gains +2000 power during this turn.,,Koushi Rokushiro,4,legal,legal
OP13-095,,Character,Black,3,,0,1000,Ranged,Celestial Dragons,"[On Play] You may trash 1 card from your hand: If you only have {Celestial Dragons} type Characters, K.O. up to 2 of your opponent's Characters with a base cost of 3 or less.",,Misa Matoki,4,legal,legal
OP13-096,,Event,Black,1,,,,,Celestial Dragons/Five Elders,"[Main] Look at 3 cards from the top of your deck; reveal up to 1 {Celestial Dragons} type card other than [The Five Elders Are at Your Service!!!] and add it to your hand. Then, trash the rest. [Trigger] Activate this card's [Main] effect.",,,4,legal,legal
OP13-097,,Event,Black,1,,,,,Celestial Dragons/Five Elders,"[Main] You may rest 5 of your DON!! cards: If the only Characters on your field are {Celestial Dragons} type Characters, K.O. up to 1 of your opponent's Characters with a base cost of 6 or less. [Counter] Your Leader gains +3000 power during this battle.",,,4,legal,legal
OP13-098,,Event,Black,1,,,,,Celestial Dragons/Five Elders,"[Main] You may rest 1 of your DON!! cards: If your Leader is [Imu], K.O. up to 1 of your opponent's Stages with a cost of 7. [Counter] If your Leader is [Imu], up to 1 of your Leader or Character cards gains +4000 power during this battle.",,,4,legal,legal
OP13-099,,Stage,Black,7,,,,,Mary Geoise,"[Your Turn] If you have 19 or more cards in your trash, your Leader gains +1000 power. [Activate: Main] You may rest this card and 3 of your DON!! cards: Play up to 1 black {Five Elders} type Character card with a cost equal to or less than the number of DON!! cards on your field from your hand.",,,4,legal,legal
OP13-100,,Leader,Yellow,,5,5000,,Special,Egghead/Bonney Pirates,[Your Turn] [Once Per Turn] This effect can be activated when you play a Character with a [Trigger]. Give up to 2 rested DON!! cards to 1 of your Leader or Character cards.,,Akiko Sugizono,4,legal,legal
OP13-100p1,Alternate Art,Leader,Yellow,,5,5000,,Special,Egghead/Bonney Pirates,[Your Turn] [Once Per Turn] This effect can be activated when you play a Character with a [Trigger]. Give up to 2 rested DON!! cards to 1 of your Leader or Character cards.,,,4,legal,legal
OP13-101,,Character,Yellow,5,,6000,2000,Wisdom,Egghead/Scientist,,,SHINRA AGENCY Co. Ltd.,4,legal,legal
OP13-102,,Character,Yellow,3,,2000,2000,Wisdom,Egghead/Scientist,"[Activate: Main] You may trash this Character: If the number of your Life cards is equal to or less than the number of your opponent's Life cards, draw 1 card. Then, rest up to 1 of your opponent's Characters with a cost of 3 or less. [Trigger] Draw 1 card and rest up to 1 of your opponent's Characters with a cost of 3 or less.",,Akihiro MIYANO,4,legal,legal
OP13-103,,Character,Yellow,4,,6000,1000,Wisdom,Bonney Pirates,,,Tanaka Kenichi,4,legal,legal
OP13-104,,Character,Yellow,4,,0,1000,Wisdom,Land of Wano/Kouzuki Clan,"[Blocker] [On K.O.] You may trash 1 card from your hand: If your Leader is multicolored, add up to 1 card from the top of your deck to the top of your Life cards.",,SHINRA AGENCY Co. Ltd.,4,legal,legal
OP13-105,,Character,Yellow,3,,0,1000,Slash,Land of Wano/Kouzuki Clan,[On Play] Look at all of your Life cards and place them back in your Life area in any order.,,Aidle Co. Ltd.,4,legal,legal
OP13-106,,Character,Yellow,1,,1000,1000,Special,Bonney Pirates,"[Opponent's Turn] When a [Trigger] activates, this Character gains [Blocker] during this turn. [Trigger] Play this card.",,SHINRA AGENCY Co. Ltd.,4,legal,legal
OP13-107,,Character,Yellow,5,,7000,1000,Wisdom,Egghead/Scientist,,,Tanaka Kenichi,4,legal,legal
OP13-108,,Character,Yellow,9,,10000,,Special,Egghead/Bonney Pirates,"[On Play] If your Leader has the {Egghead} type, this Character gains [Rush] during this turn. Then, your opponent adds 1 card from the top of their Life cards to their hand. [Trigger] If you have 1 or less Life cards, rest up to 1 of your opponent's Characters with a cost of 7 or less.",,Yuki Hayashi,4,legal,legal
OP13-108p1,Alternate Art,Character,Yellow,9,,10000,,Special,Egghead/Bonney Pirates,"[On Play] If your Leader has the {Egghead} type, this Character gains [Rush] during this turn. Then, your opponent adds 1 card from the top of their Life cards to their hand. [Trigger] If you have 1 or less Life cards, rest up to 1 of your opponent's Characters with a cost of 7 or less.",,Ryuda,4,legal,legal
OP13-109,,Character,Yellow,5,,6000,1000,Special,Supernovas/Bonney Pirates,"If this Character would be removed from the field by your opponent's effect, you may turn 1 card from the top of your Life cards face-up instead. [Trigger] Draw 2 cards and trash 1 card from your hand.",,Akihiro MIYANO,4,legal,legal
OP13-110,,Character,Yellow,7,,7000,,Special,Egghead/CP0,"[Blocker] [On Play] If your Leader has the {Egghead} type, play up to 1 Character card with a cost of 5 or less and a [Trigger] from your hand.",,Sunohara,4,legal,legal
OP13-110p1,Alternate Art,Character,Yellow,7,,7000,,Special,Egghead/CP0,"[Blocker] [On Play] If your Leader has the {Egghead} type, play up to 1 Character card with a cost of 5 or less and a [Trigger] from your hand.",,Peach Momoko,4,legal,legal
OP13-111,,Character,Yellow,6,,7000,2000,Wisdom,Egghead/Scientist,,,Aidle Co. Ltd.,4,legal,legal
OP13-112,,Character,Yellow,1,,1000,1000,Wisdom,Egghead/Scientist,"If you have a total of 2 or more given DON!! cards, this Character gains [Blocker]. (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,tasaka,4,legal,legal
OP13-113,,Character,Yellow,1,,2000,1000,Wisdom,Egghead/Scientist,"[On Play] Look at 4 cards from the top of your deck; reveal up to 1 card with a [Trigger] other than [Lilith] and add it to your hand. Then, place the rest at the bottom of your deck in any order. [Trigger] Activate this card's [On Play] effect.",,kicori,4,legal,legal
OP13-113p1,Alternate Art,Character,Yellow,1,,2000,1000,Wisdom,Egghead/Scientist,"[On Play] Look at 4 cards from the top of your deck; reveal up to 1 card with a [Trigger] other than [Lilith] and add it to your hand. Then, place the rest at the bottom of your deck in any order. [Trigger] Activate this card's [On Play] effect.",,sacanahen,4,legal,legal
OP13-114,,Character,Yellow,4,,5000,1000,Special,Seraphim/Egghead,[On Play]/[When Attacking] You may turn 1 card from the top of your Life cards face-up: Give up to 1 of your opponent's Characters −2000 power during this turn. [Trigger] You may trash 1 card from your hand: Play this card.,,Hatori Kyoka,4,legal,legal
OP13-114p1,Alternate Art,Character,Yellow,4,,5000,1000,Special,Seraphim/Egghead,[On Play]/[When Attacking] You may turn 1 card from the top of your Life cards face-up: Give up to 1 of your opponent's Characters −2000 power during this turn. [Trigger] You may trash 1 card from your hand: Play this card.,,kusunoki harui,4,legal,legal
OP13-115,,Event,Yellow,2,,,,,Egghead/CP0,"[Counter] Up to 1 of your Leader or Character cards gains +3000 power during this battle. Then, if your opponent has 2 or less Life cards, up to 1 of your Leader or Character cards gains +1000 power during this turn. [Trigger] Draw 1 card.",,,4,legal,legal
OP13-116,,Event,Yellow,1,,,,,Supernovas/Straw Hat Crew,"[Main] Look at 5 cards from the top of your deck; reveal up to 1 {Supernovas} type Character card and add it to your hand. Then, place the rest at the bottom of your deck in any order. [Trigger] Activate this card's [Main] effect.",,,4,legal,legal
OP13-117,,Event,Yellow,5,,,,,Egghead/The Four Emperors/Straw Hat Crew,[Main] You may turn 1 card from the top of your Life cards face-up: K.O. up to 1 of your opponent's Characters with a base cost of 6 or less. [Trigger] Draw 1 card.,,,4,legal,legal
OP13-118,,Character,Green,6,,7000,,Strike,Fish-Man Island/Supernovas/Straw Hat Crew,"[Double Attack] [On Play] If your Leader is multicolored, set up to 4 of your DON!! cards as active. Then, you cannot play Character cards with a base cost of 5 or more during this turn.",,Anderson,4,legal,legal
OP13-118p1,Alternate Art,Character,Green,6,,7000,,Strike,Fish-Man Island/Supernovas/Straw Hat Crew,"[Double Attack] [On Play] If your Leader is multicolored, set up to 4 of your DON!! cards as active. Then, you cannot play Character cards with a base cost of 5 or more during this turn.",,,4,legal,legal
OP13-118p2,Manga Art,Character,Green,6,,7000,,Strike,Fish-Man Island/Supernovas/Straw Hat Crew,"[Double Attack] [On Play] If your Leader is multicolored, set up to 4 of your DON!! cards as active. Then, you cannot play Character cards with a base cost of 5 or more during this turn.",,,,legal,legal
OP13-118p3,Manga Art,Character,Green,6,,7000,,Strike,Fish-Man Island/Supernovas/Straw Hat Crew,"[Double Attack] [On Play] If your Leader is multicolored, set up to 4 of your DON!! cards as active. Then, you cannot play Character cards with a base cost of 5 or more during this turn.",,,4,legal,legal
OP13-118p4,Special Card,Character,Green,6,,7000,,Strike,Fish-Man Island/Supernovas/Straw Hat Crew,"[Double Attack] [On Play] If your Leader is multicolored, set up to 4 of your DON!! cards as active. Then, you cannot play Character cards with a base cost of 5 or more during this turn.",,,4,legal,legal
OP13-119,,Character,Blue,6,,7000,,Special,Whitebeard Pirates,"If you have 3 or less Life cards, this Character gains [Rush]. [On Play] Give up to 1 rested DON!! card to your Leader. Then, you may return up to 1 of your opponent's Characters with a cost of 5 or less to the owner's hand. If you do, your opponent plays up to 1 Character card with a cost of 4 or less from their hand.",,SENNSU,4,legal,legal
OP13-119p1,Alternate Art,Character,Blue,6,,7000,,Special,Whitebeard Pirates,"If you have 3 or less Life cards, this Character gains [Rush]. [On Play] Give up to 1 rested DON!! card to your Leader. Then, you may return up to 1 of your opponent's Characters with a cost of 5 or less to the owner's hand. If you do, your opponent plays up to 1 Character card with a cost of 4 or less from their hand.",,,4,legal,legal
OP13-119p2,Manga Art,Character,Blue,6,,7000,,Special,Whitebeard Pirates,"If you have 3 or less Life cards, this Character gains [Rush]. [On Play] Give up to 1 rested DON!! card to your Leader. Then, you may return up to 1 of your opponent's Characters with a cost of 5 or less to the owner's hand. If you do, your opponent plays up to 1 Character card with a cost of 4 or less from their hand.",,,,legal,legal
OP13-119p3,Manga Art,Character,Blue,6,,7000,,Special,Whitebeard Pirates,"If you have 3 or less Life cards, this Character gains [Rush]. [On Play] Give up to 1 rested DON!! card to your Leader. Then, you may return up to 1 of your opponent's Characters with a cost of 5 or less to the owner's hand. If you do, your opponent plays up to 1 Character card with a cost of 4 or less from their hand.",,,4,legal,legal
OP13-119p4,Special Card,Character,Blue,6,,7000,,Special,Whitebeard Pirates,"If you have 3 or less Life cards, this Character gains [Rush]. [On Play] Give up to 1 rested DON!! card to your Leader. Then, you may return up to 1 of your opponent's Characters with a cost of 5 or less to the owner's hand. If you do, your opponent plays up to 1 Character card with a cost of 4 or less from their hand.",,,4,legal,legal
OP13-120,,Character,Black,6,,7000,,Special,Dressrosa/Revolutionary Army,"[Blocker] [Activate: Main] [Once Per Turn] Up to 1 of your Characters gains +2 cost until the end of your opponent's next turn. Then, give up to 1 rested DON!! card to your Leader.",,Hashimoto Q,4,legal,legal
OP13-120p1,Alternate Art,Character,Black,6,,7000,,Special,Dressrosa/Revolutionary Army,"[Blocker] [Activate: Main] [Once Per Turn] Up to 1 of your Characters gains +2 cost until the end of your opponent's next turn. Then, give up to 1 rested DON!! card to your Leader.",,,4,legal,legal
OP13-120p2,Manga Art,Character,Black,6,,7000,,Special,Dressrosa/Revolutionary Army,"[Blocker] [Activate: Main] [Once Per Turn] Up to 1 of your Characters gains +2 cost until the end of your opponent's next turn. Then, give up to 1 rested DON!! card to your Leader.",,,,legal,legal
OP13-120p3,Manga Art,Character,Black,6,,7000,,Special,Dressrosa/Revolutionary Army,"[Blocker] [Activate: Main] [Once Per Turn] Up to 1 of your Characters gains +2 cost until the end of your opponent's next turn. Then, give up to 1 rested DON!! card to your Leader.",,,4,legal,legal
OP13-120p4,Special Card,Character,Black,6,,7000,,Special,Dressrosa/Revolutionary Army,"[Blocker] [Activate: Main] [Once Per Turn] Up to 1 of your Characters gains +2 cost until the end of your opponent's next turn. Then, give up to 1 rested DON!! card to your Leader.",,,4,legal,legal
