card_number,variant,category,color,cost,life,power,counter,attribute,types,effect,trigger,artist,block,standard,extra
OP02-098,,Character,Black,3,,4000,1000,Strike,Navy,[On Play] You may trash 1 card from your hand: K.O. up to 1 of your opponent's Characters with a cost of 3 or less.,,kankurou,1,not legal,legal
OP02-099,,Character,Black,6,,7000,,Special,Navy,[On Play] You may trash 1 card from your hand: K.O. up to 1 of your opponent's Characters with a cost of 5 or less.,,tatsuya,1,not legal,legal
OP02-099p1,Alternate Art,Character,Black,6,,7000,,Special,Navy,[On Play] You may trash 1 card from your hand: K.O. up to 1 of your opponent's Characters with a cost of 5 or less.,,Anderson,1,not legal,legal
OP02-100,,Character,Black,2,,3000,1000,Slash,Navy,"If you have [Fullbody], this Character cannot be K.O.'d in battle.",,jugemt,1,not legal,legal
OP02-101,,Character,Black,4,,5000,,Slash,Navy,"[When Attacking] If there is a Character with a cost of 0, your opponent cannot activate the [Blocker] of any Character with a cost of 5 or less during this battle.",,Nijihayashi,1,not legal,legal
OP02-102,,Character,Black,3,,4000,1000,Special,Navy,"This Character cannot be K.O.'d by effects. [When Attacking] If there is a Character with a cost of 0, this Character gains +2000 power during this battle.",,HISASHI HUJIWARA,1,not legal,legal
OP02-103,,Character,Black,2,,3000,2000,Wisdom,Navy,[DON!! x1] [When Attacking] Give up to 1 of your opponent's Characters −2 cost during this turn.,,BISAI,1,not legal,legal
OP02-104,,Character,Black,2,,3000,1000,Slash,Navy,,[Trigger] Play this card.,jugemt,1,not legal,legal
OP02-105,,Character,Black,3,,5000,,Slash,Navy,[DON!! x1] [When Attacking] Give up to 1 of your opponent's Characters −3 cost during this turn.,,Studio Vigor Co. Ltd,1,not legal,legal
OP02-105p1,Full Art,Character,Black,3,,5000,,Slash,Navy,[DON!! x1] [When Attacking] Give up to 1 of your opponent's Characters −3 cost during this turn.,,Studio Vigor Co. Ltd,1,not legal,legal
OP02-106,,Character,Black,1,,0,2000,Wisdom,Navy,[On Play] Give up to 1 of your opponent's Characters −2 cost during this turn.,,Nijihayashi,1,not legal,legal
OP02-107,,Character,Black,2,,4000,1000,Strike,Navy,,,HISASHI HUJIWARA,1,not legal,legal
OP02-108,,Character,Black,2,,2000,1000,Special,Navy/Donquixote Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,Mitsuaki Matsumoto,1,not legal,legal
OP02-108p1,Full Art,Character,Black,2,,2000,1000,Special,Navy/Donquixote Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,Mitsuaki Matsumoto,1,not legal,legal
OP02-109,,Character,Black,4,,6000,1000,Strike,Giant/Navy,,,HISASHI HUJIWARA,1,not legal,legal
OP02-110,,Character,Black,5,,6000,1000,Special,Navy,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On Block] Select up to 1 of your opponent's Characters with a cost of 6 or less. The selected Character cannot attack during this turn.",,Hashimoto Q,1,not legal,legal
OP02-111,,Character,Black,2,,3000,1000,Strike,Navy,"[When Attacking] If you have [Jango], this card gains +3000 power during this battle.",,Moopic,1,not legal,legal
OP02-112,,Character,Black,1,,1000,1000,Ranged,Navy,"[Activate: Main] You may rest this Character: Give up to 1 of your opponent's Characters −1 cost during this turn. Then, up to 1 of your Leader or Character cards gains +1000 power during this turn.",,UGUME,1,not legal,legal
OP02-113,,Character,Black,3,,3000,1000,Slash,Navy,"[When Attacking] Give up to 1 of your opponent's Characters −2 cost during this turn. Then, if there is a Character with a cost of 0, this Character gains +2000 power during this battle. [Trigger] Play this card.",,Koushi Rokushiro,1,not legal,legal
OP02-114,,Character,Black,4,,5000,1000,Special,Navy,"[Opponent's Turn] This Character gains +1000 power and cannot be K.O.'d by effects. [Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,Anderson,1,not legal,legal
OP02-114p1,Alternate Art,Character,Black,4,,5000,1000,Special,Navy,"[Opponent's Turn] This Character gains +1000 power and cannot be K.O.'d by effects. [Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,Studio Vigor Co. Ltd,1,not legal,legal
OP02-115,,Character,Black,2,,3000,2000,Strike,Navy,[DON!! x2] [When Attacking] K.O. up to 1 of your opponent's Characters with a cost of 0.,,Studio Vigor Co. Ltd,1,not legal,legal
OP02-115p1,Alternate Art,Character,Black,2,,3000,2000,Strike,Navy,[DON!! x2] [When Attacking] K.O. up to 1 of your opponent's Characters with a cost of 0.,,Makitoshi,1,not legal,legal
OP02-116,,Character,Black,3,,5000,1000,Slash,Navy,,,touge369,1,not legal,legal
OP02-117,,Event,Black,1,,,,,Navy,[Main] Give up to 1 of your opponent's Characters −5 cost during this turn. [Trigger] K.O. up to 1 of your opponent's Characters with a cost of 3 or less.,,,1,not legal,legal
OP02-118,,Event,Black,1,,,,,Navy,[Counter] You may trash 1 card from your hand: Select up to 1 of your Characters. The selected Character cannot be K.O.'d during this battle. [Trigger] K.O. up to 1 of your opponent's Stages with a cost of 3 or less.,,,1,not legal,legal
OP02-119,,Event,Black,2,,,,,Navy,[Main] K.O. up to 1 of your opponent's Characters with a cost of 1 or less. [Trigger] Draw 2 cards and trash 1 card from your hand.,,,1,not legal,legal
OP02-120,,Character,Purple,8,,8000,,Special,FILM,[On Play] DON!! −2 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Your Leader and all of your Characters gain +1000 power until the start of your next turn.,,,1,not legal,legal
OP02-120p1,Alternate Art,Character,Purple,8,,8000,,Special,FILM,[On Play] DON!! −2 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Your Leader and all of your Characters gain +1000 power until the start of your next turn.,,Demizu Posuka,1,not legal,legal
OP02-121,,Character,Black,10,,10000,,Special,Former Navy,[Your Turn] Give all of your opponent's Characters −5 cost. [On Play] K.O. up to 1 of your opponent's Characters with a cost of 0.,,Nijihayashi,1,not legal,legal
OP02-121p1,Alternate Art,Character,Black,10,,10000,,Special,Former Navy,[Your Turn] Give all of your opponent's Characters −5 cost. [On Play] K.O. up to 1 of your opponent's Characters with a cost of 0.,,BISAI,1,not legal,legal
