card_number,variant,category,color,cost,life,power,counter,attribute,types,effect,trigger,artist,block,standard,extra
OP03-102,,Character,Yellow,2,,3000,2000,Strike,The Vinsmoke Family,[DON!! x2] [When Attacking] You may add 1 card from the top or bottom of your Life cards to your hand: Add up to 1 card from the top of your deck to the top of your Life cards.,,SHIE NANAHARA,1,not legal,legal
OP03-103,,Character,Yellow,2,,4000,1000,Slash,Big Mom Pirates,,,kankurou,1,not legal,legal
OP03-104,,Character,Yellow,3,,3000,1000,Wisdom,Merfolk,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [On Play] Look at up to 1 card from the top of your or your opponent's Life cards, and place it at the top or bottom of the Life cards.",,jugemt,1,not legal,legal
OP03-105,,Character,Yellow,3,,4000,1000,Special,Big Mom Pirates,[DON!! x1] [When Attacking] You may trash 1 card with a [Trigger] from your hand: This Character gains +3000 power during this battle.,,,1,not legal,legal
OP03-106,,Character,Yellow,4,,6000,1000,Special,Big Mom Pirates,,,Nekobayashi,1,not legal,legal
OP03-107,,Character,Yellow,2,,2000,1000,Special,Big Mom Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,phima,1,not legal,legal
OP03-108,,Character,Yellow,4,,5000,1000,Slash,Big Mom Pirates,"[DON!! x1] If you have less Life cards than your opponent, this Character gains [Double Attack] and +1000 power. (This card deals 2 damage.) [Trigger] You may trash 1 card from your hand: Play this card.",,Misa Tsutsui,1,not legal,legal
OP03-108p1,Alternate Art,Character,Yellow,4,,5000,1000,Slash,Big Mom Pirates,"[DON!! x1] If you have less Life cards than your opponent, this Character gains [Double Attack] and +1000 power. (This card deals 2 damage.) [Trigger] You may trash 1 card from your hand: Play this card.",,Koushi Rokushiro,1,not legal,legal
OP03-109,,Character,Yellow,2,,3000,,Wisdom,Big Mom Pirates,[On Play] You may trash 1 card from the top or bottom of your Life cards: Add up to 1 card from the top of your deck to the top of your Life cards.,,kankurou,1,not legal,legal
OP03-110,,Character,Yellow,4,,5000,1000,Special,Big Mom Pirates,[When Attacking] You may add 1 card from the top or bottom of your Life cards to your hand: This Character gains +2000 power during this battle. [Trigger] You may trash 1 card from your hand: Play this card.,,NIJIMAARC,1,not legal,legal
OP03-111,,Character,Yellow,3,,5000,1000,Wisdom,Merfolk/The Sun Pirates,,,Hatori Kyoka,1,not legal,legal
OP03-112,,Character,Yellow,1,,2000,1000,Wisdom,Big Mom Pirates,"[On Play] Look at 4 cards from the top of your deck; reveal up to 1 [Sanji] or {Big Mom Pirates} type card other than [Charlotte Pudding] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,Hashimoto Q,1,not legal,legal
OP03-112p1,Alternate Art,Character,Yellow,1,,2000,1000,Wisdom,Big Mom Pirates,"[On Play] Look at 4 cards from the top of your deck; reveal up to 1 [Sanji] or {Big Mom Pirates} type card other than [Charlotte Pudding] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,Sunohara,1,not legal,legal
OP03-113,,Character,Yellow,3,,5000,,Special,Big Mom Pirates,"[On K.O.] Look at 3 cards from the top of your deck; reveal up to 1 {Big Mom Pirates} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order. [Trigger] You may trash 1 card from your hand: Play this card.",,DAI-XT.,1,not legal,legal
OP03-113p1,Alternate Art,Character,Yellow,3,,5000,,Special,Big Mom Pirates,"[On K.O.] Look at 3 cards from the top of your deck; reveal up to 1 {Big Mom Pirates} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order. [Trigger] You may trash 1 card from your hand: Play this card.",,BISAI,1,not legal,legal
OP03-114,,Character,Yellow,10,,12000,,Special,The Four Emperors/Big Mom Pirates,"[On Play] If your Leader has the {Big Mom Pirates} type, add up to 1 card from the top of your deck to the top of your Life cards. Then, trash up to 1 card from the top of your opponent's Life cards.",,Yosuke Adachi,1,not legal,legal
OP03-114p1,Alternate Art,Character,Yellow,10,,12000,,Special,The Four Emperors/Big Mom Pirates,"[On Play] If your Leader has the {Big Mom Pirates} type, add up to 1 card from the top of your deck to the top of your Life cards. Then, trash up to 1 card from the top of your opponent's Life cards.",,Hayaken-sarena,1,not legal,legal
OP03-115,,Character,Yellow,1,,1000,2000,Slash,Big Mom Pirates,[On Play] You may trash 1 card with a [Trigger] from your hand: K.O. up to 1 of your opponent's Characters with a cost of 1 or less.,,,1,not legal,legal
OP03-116,,Character,Yellow,5,,0,1000,Wisdom,Merfolk,[On Play] Draw 3 cards and trash 2 cards from your hand. [Trigger] Play this card.,,nuisuke,1,not legal,legal
OP03-117,,Character,Yellow,3,,3000,1000,Slash,Big Mom Pirates/Homies,[Activate: Main] You may rest this Character: Up to 1 of your [Charlotte Linlin] cards gains +1000 power until the start of your next turn. [Trigger] Play this card.,,Misa Matoki,1,not legal,legal
OP03-118,,Event,Yellow,2,,,,,The Four Emperors/Big Mom Pirates,[Counter] Up to 1 of your Leader or Character cards gains +5000 power during this battle. [Trigger] You may trash 2 cards from your hand: Add up to 1 card from the top of your deck to the top of your Life cards.,,,1,not legal,legal
OP03-119,,Event,Yellow,2,,,,,Big Mom Pirates,"[Main] If you have less Life cards than your opponent, K.O. up to 1 of your opponent's Characters with a cost of 4 or less. [Trigger] Play up to 1 Character card with a cost of 4 or less and a [Trigger] from your hand.",,,1,not legal,legal
OP03-120,,Event,Yellow,3,,,,,Big Mom Pirates,"[Main] If your opponent has 4 or more Life cards, trash up to 1 card from the top of your opponent's Life cards. [Trigger] Activate this card's [Main] effect.",,,1,not legal,legal
OP03-121,,Event,Yellow,2,,,,,The Four Emperors/Big Mom Pirates,[Main] You may trash 1 card from the top of your Life cards: K.O. up to 1 of your opponent's Characters with a cost of 5 or less. [Trigger] K.O. up to 1 of your opponent's Characters with a cost of 5 or less.,,,1,not legal,legal
OP03-122,,Character,Blue,7,,6000,1000,Ranged,Sniper Island,"Also treat this card's name as [Usopp] according to the rules. [On Play] Return up to 1 Character with a cost of 6 or less to the owner's hand. Then, draw 2 cards and trash 2 cards from your hand.",,,1,legal,legal
OP03-122p1,Alternate Art,Character,Blue,7,,6000,1000,Ranged,Sniper Island,"Also treat this card's name as [Usopp] according to the rules. [On Play] Return up to 1 Character with a cost of 6 or less to the owner's hand. Then, draw 2 cards and trash 2 cards from your hand.",,Ryuda,1,legal,legal
OP03-122p2,Manga Art,Character,Blue,7,,6000,1000,Ranged,Sniper Island,"Also treat this card's name as [Usopp] according to the rules. [On Play] Return up to 1 Character with a cost of 6 or less to the owner's hand. Then, draw 2 cards and trash 2 cards from your hand.",,,,legal,legal
OP03-123,,Character,Yellow,8,,8000,,Strike,Big Mom Pirates,[On Play] Add up to 1 Character with a cost of 8 or less to the top or bottom of the owner's Life cards face-up.,,Studio Vigor Co. Ltd,1,not legal,legal
OP03-123p1,Alternate Art,Character,Yellow,8,,8000,,Strike,Big Mom Pirates,[On Play] Add up to 1 Character with a cost of 8 or less to the top or bottom of the owner's Life cards face-up.,,Makitoshi,1,not legal,legal
