card_number,variant,category,color,cost,life,power,counter,attribute,types,effect,trigger,artist,block,standard,extra
OP12-092,,Character,Black,6,,7000,2000,Strike,Animal Kingdom Pirates/SMILE,,,Yoichi Amano,3,legal,legal
OP12-093,,Character,Black,4,,5000,2000,Special,Giant/Revolutionary Army,"If your Leader has the {Revolutionary Army} type, this Character gains +4 cost.",,touge369,3,legal,legal
OP12-094,,Character,Black,8,,8000,,Special,Revolutionary Army,"[On Play] You may place 3 {Revolutionary Army} type cards from your trash at the bottom of your deck in any order: If your Leader has the {Revolutionary Army} type, play up to 1 Character card with a cost of 6 or less from your trash.",,Morechand,3,legal,legal
OP12-094p1,Alternate Art,Character,Black,8,,8000,,Special,Revolutionary Army,"[On Play] You may place 3 {Revolutionary Army} type cards from your trash at the bottom of your deck in any order: If your Leader has the {Revolutionary Army} type, play up to 1 Character card with a cost of 6 or less from your trash.",,Nijihayashi,3,legal,legal
OP12-095,,Character,Black,4,,5000,1000,Special,Minks/Revolutionary Army,"If your Leader has the {Revolutionary Army} type, this Character gains +4 cost. [On Play] Draw 1 card and trash 1 card from your hand.",,Nekobayashi,3,legal,legal
OP12-096,,Event,Black,4,,,,,The Seven Warlords of the Sea/Revolutionary Army,"[Main] K.O. up to 1 of your opponent's Characters with a cost of 4 or less. If you have a Character with a cost of 8 or more, you may select your opponent's Character with a cost of 6 or less instead. [Trigger] Draw 1 card and trash 1 card from the top of your deck.",,,3,legal,legal
OP12-097,,Event,Black,1,,,,,Revolutionary Army,"[Main] Look at 3 cards from the top of your deck; reveal up to 1 {Revolutionary Army} type card other than [Captains Assembled] and add it to your hand. Then, trash the rest. [Trigger] Activate this card's [Main] effect.",,,3,legal,legal
OP12-098,,Event,Black,1,,,,,Impel Down/Revolutionary Army,"[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, if you have a {Revolutionary Army} type Character with a cost of 8 or more, that card gains an additional +2000 power during this battle. [Trigger] Draw 1 card and trash 1 card from the top of your deck.",,,3,legal,legal
OP12-099,,Character,Yellow,5,,6000,1000,Slash,Jaya/Sky Island/Shandian Warrior,"[Your Turn] When a card is removed from your or your opponent's Life cards, draw 1 card. Then, you cannot draw cards using your own effects during this turn.",,tasaka,3,legal,legal
OP12-100,,Character,Yellow,5,,6000,1000,Special,Dressrosa/Revolutionary Army,"If you have 3 or less Life cards, this Character gains [Blocker] and +3 cost. [On Play] You may add 1 card from the top of your Life cards to your hand: Draw 2 cards and trash 1 card from your hand.",,Ryuda,3,legal,legal
OP12-101,,Character,Yellow,3,,1000,1000,Special,Supernovas/Bonney Pirates,"[Activate: Main] You may rest this Character: Your {Supernovas} type Leader gains +1000 power until the end of your opponent's next turn. [Trigger] If your Leader has the {Supernovas} type, play this card.",,SHINRA AGENCY Co. Ltd.,3,legal,legal
OP12-102,,Character,Yellow,2,,0,1000,Wisdom,Merfolk/Fish-Man Island,"If your Character with a base cost of 6 or less would be removed from the field by your opponent's effect, you may turn 1 card from the top of your Life cards face-up instead. [Opponent's Turn] If you have no other [Shirahoshi] with a base cost of 2, all of your {Neptunian} type Characters gain +2000 power.",,Sunohara,3,legal,legal
OP12-102p1,Alternate Art,Character,Yellow,2,,0,1000,Wisdom,Merfolk/Fish-Man Island,"If your Character with a base cost of 6 or less would be removed from the field by your opponent's effect, you may turn 1 card from the top of your Life cards face-up instead. [Opponent's Turn] If you have no other [Shirahoshi] with a base cost of 2, all of your {Neptunian} type Characters gain +2000 power.",,sacanahen,3,legal,legal
OP12-103,,Character,Yellow,5,,6000,2000,Slash,Jaya/Sky Island/Shandian Warrior,,,SHINRA AGENCY Co. Ltd.,3,legal,legal
OP12-104,,Character,Yellow,4,,5000,1000,Slash,Egghead/Navy,,[Trigger] K.O. up to 1 of your opponent's Characters with a cost of 4 or less.,tasaka,3,legal,legal
OP12-105,,Character,Yellow,1,,0,2000,Wisdom,Flevance,[Your Turn] [On Play] Up to 1 of your [Trafalgar Law] cards gains +2000 power during this turn.,,Suzume Muraichi,3,legal,legal
OP12-106,,Character,Yellow,6,,7000,1000,Slash,Dressrosa/Supernovas/Heart Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,Haru Miyajima,3,legal,legal
OP12-107,,Character,Yellow,8,,8000,,Special,The Seven Warlords of the Sea/Donquixote Pirates,"If you have 2 or less Life cards, this Character gains [Rush]. (This card can attack on the turn in which it is played.) [Opponent's Turn] [On K.O.] Add up to 1 card from the top of your deck to the top of your Life cards.",,Akanegumo,3,legal,legal
OP12-108,,Character,Yellow,1,,2000,1000,Special,Navy/Donquixote Pirates,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 [Trafalgar Law] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,Naruse Uroko,3,legal,legal
OP12-108p1,Alternate Art,Character,Yellow,1,,2000,1000,Special,Navy/Donquixote Pirates,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 [Trafalgar Law] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,Kento Terasaka,3,legal,legal
OP12-109,,Character,Yellow,4,,5000,1000,Special,Biological Weapon/Egghead/Navy,,[Trigger] K.O. up to 1 of your opponent's Characters with a cost of 1 or less and add this card to your hand.,SHINRA AGENCY Co. Ltd.,3,legal,legal
OP12-110,,Character,Yellow,3,,5000,1000,Strike,Donquixote Pirates,,,Akihiro MIYANO,3,legal,legal
OP12-111,,Character,Yellow,2,,4000,1000,Special,Donquixote Pirates,,,Suzume Muraichi,3,legal,legal
OP12-112,,Character,Yellow,4,,5000,2000,Special,Donquixote Pirates,,"[Trigger] If your Leader is multicolored, draw 2 cards.",kicori,3,legal,legal
OP12-113,,Character,Yellow,5,,6000,1000,Slash,Supernovas/Straw Hat Crew,"[On K.O.] If your Leader has the {Supernovas} type, play up to 1 {Supernovas} type Character card with a cost of 4 or less from your hand rested. [Trigger] K.O. up to 1 of your opponent's Characters with a cost of 1 or less and add this card to your hand.",,Hatori Kyoka,3,legal,legal
OP12-114,,Character,Yellow,6,,7000,2000,Ranged,Sky Island/Shandian Warrior,,,Akihiro MIYANO,3,legal,legal
OP12-115,,Event,Yellow,1,,,,,Navy/Donquixote Pirates,"[Counter] Up to 1 of your Leader or Character cards gains +2000 power during this battle. Then, if you have 2 or less Life cards, add up to 1 [Trafalgar Law] from your trash to your hand.",,,3,legal,legal
OP12-116,,Event,Yellow,3,,,,,Jaya/Sky Island/Shandian Warrior,"[Main] Look at 5 cards from the top of your deck; reveal a total of up to 2 {Shandian Warrior} type Character cards or [Mont Blanc Noland] and add them to your hand. Then, place the rest at the bottom of your deck in any order. [Trigger] Draw 1 card.",,,3,legal,legal
OP12-117,,Event,Yellow,1,,,,,Supernovas/Kid Pirates,"[Main] You may rest 5 of your DON!! cards: If your Leader has the {Supernovas} type, add up to 1 Character with a cost of 9 or less to the top or bottom of the owner's Life cards face-down. [Counter] Your Leader gains +3000 power during this battle.",,,3,legal,legal
OP12-118,,Character,Green,5,,6000,1000,Special,Supernovas/Bonney Pirates,"[Blocker] [On Play] If you have 8 or more rested cards, draw 2 cards and trash 1 card from your hand. Then, set up to 1 of your DON!! cards as active.",,SHIE NANAHARA,3,legal,legal
OP12-118p1,Alternate Art,Character,Green,5,,6000,1000,Special,Supernovas/Bonney Pirates,"[Blocker] [On Play] If you have 8 or more rested cards, draw 2 cards and trash 1 card from your hand. Then, set up to 1 of your DON!! cards as active.",,Hashimoto Q,3,legal,legal
OP12-118p2,Manga Art,Character,Green,5,,6000,1000,Special,Supernovas/Bonney Pirates,"[Blocker] [On Play] If you have 8 or more rested cards, draw 2 cards and trash 1 card from your hand. Then, set up to 1 of your DON!! cards as active.",,,,legal,legal
OP12-119,,Character,Yellow,6,,7000,1000,Strike,The Seven Warlords of the Sea/Revolutionary Army,"[On Play] You may trash 1 card from your hand: Add up to 1 card from the top of your deck to the top of your Life cards. Then, this Character gains +2 cost until the end of your opponent's next End Phase. [Opponent's Turn] [On K.O.] Add up to 1 card from the top of your deck to the top of your Life cards.",,Bashikou,3,legal,legal
OP12-119p1,Alternate Art,Character,Yellow,6,,7000,1000,Strike,The Seven Warlords of the Sea/Revolutionary Army,"[On Play] You may trash 1 card from your hand: Add up to 1 card from the top of your deck to the top of your Life cards. Then, this Character gains +2 cost until the end of your opponent's next End Phase. [Opponent's Turn] [On K.O.] Add up to 1 card from the top of your deck to the top of your Life cards.",,TAPIOCA,3,legal,legal
