card_number,variant,category,color,cost,life,power,counter,attribute,types,effect,trigger,artist,block,standard,extra
OP17-080,,Character,Black,2,,2000,1000,Ranged,Elbaph/Straw Hat Crew,"If there is a Character with a cost of 12 or more, this Character gains +3000 power. [On Play] Look at 3 cards from the top of your deck; reveal up to 1 {Elbaph} type card and add it to your hand. Then, trash the rest.",,Madoka Suzuki,5,legal,legal
OP17-080p1,Alternate Art,Character,Black,2,,2000,1000,Ranged,Elbaph/Straw Hat Crew,"If there is a Character with a cost of 12 or more, this Character gains +3000 power. [On Play] Look at 3 cards from the top of your deck; reveal up to 1 {Elbaph} type card and add it to your hand. Then, trash the rest.",,SENNSU,5,legal,legal
OP17-081,,Character,Black,2,,3000,2000,Slash,Giant/Elbaph/New Giant Pirates,"If your Leader has the {Elbaph} type, this Character gains +12 cost. [On Play] You may trash 1 card from your hand: Add up to 1 Character card with a cost of 8 or less other than [Gerd] from your trash to your hand.",,Hashimoto Q,5,legal,legal
OP17-082,,Character,Black,2,,2000,1000,Strike,Elbaph/Straw Hat Crew,"If there is a Character with a cost of 12 or more, this Character gains +3000 power. [On Play] Draw 2 cards and trash 2 cards from your hand.",,NIJIMAARC,5,legal,legal
OP17-083,,Character,Black,2,,2000,1000,Strike,Fish-Man/Elbaph/Straw Hat Crew,"If there is a Character with a cost of 12 or more, this Character gains [Blocker] and +3000 power. (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,Katsuo Tadano,5,legal,legal
OP17-084,,Character,Black,1,,2000,2000,Strike,Animal/Elbaph/Straw Hat Crew,"[On Play] If there is a Character with a cost of 12 or more, up to 1 of your Characters gains [Unblockable] during this turn. (This card cannot be blocked.)",,TAPIOCA,5,legal,legal
OP17-085,,Character,Black,5,,5000,1000,Slash,Giant/Elbaph/Giant Pirates,"This Character gains +12 cost. [On Play] If your Leader has the {Elbaph} type, play up to 1 [Brogy] with a cost of 5 or less from your hand or trash. Then, you cannot play Character cards during this turn.",,KISUKE,5,legal,legal
OP17-086,,Character,Black,1,,2000,1000,Special,Elbaph/Straw Hat Crew,[On Play] You may trash 1 {Elbaph} type card from your hand: Draw 2 cards.,,Sunohara,5,legal,legal
OP17-087,,Character,Black,2,,2000,1000,Strike,Elbaph/Straw Hat Crew,"If there is a Character with a cost of 12 or more, this Character gains +3000 power. [On Play] If there is a Character with a cost of 12 or more, give up to 1 of your opponent's Characters −3000 power during this turn.",,Sunohara,5,legal,legal
OP17-087p1,Alternate Art,Character,Black,2,,2000,1000,Strike,Elbaph/Straw Hat Crew,"If there is a Character with a cost of 12 or more, this Character gains +3000 power. [On Play] If there is a Character with a cost of 12 or more, give up to 1 of your opponent's Characters −3000 power during this turn.",,otton,5,legal,legal
OP17-088,,Character,Black,7,,8000,2000,Strike,Giant/Elbaph/New Giant Pirates,,,Moopic,5,legal,legal
OP17-088p1,Parallel,Character,Black,7,,8000,2000,Strike,Giant/Elbaph/New Giant Pirates,,,Moopic,5,legal,legal
OP17-089,,Character,Black,4,,6000,,Strike,Giant/Elbaph/Former Navy,"This Character gains +12 cost. [On Play] Look at 3 cards from the top of your deck; reveal up to 1 {Elbaph} type card and add it to your hand. Then, trash the rest.",,tessy,5,legal,legal
OP17-090,,Character,Black,2,,2000,1000,Strike,Elbaph/Straw Hat Crew,"If there is a Character with a cost of 12 or more, this Character gains +3000 power. [On Play] If there is a Character with a cost of 12 or more, K.O. up to 1 of your opponent's Characters with a cost of 2 or less.",,Tadaichi Nakama,5,legal,legal
OP17-091,,Character,Black,2,,2000,1000,Slash,Elbaph/Straw Hat Crew,"If there is a Character with a cost of 12 or more, this Character gains +3000 power. [On Play] If there is a Character with a cost of 12 or more, your opponent trashes 1 card from their hand.",,teo,5,legal,legal
OP17-092,,Character,Black,5,,5000,1000,Slash,Giant/Elbaph/Giant Pirates,"This Character gains +12 cost. [On Play] If your Leader has the {Elbaph} type, play up to 1 [Dorry] with a cost of 5 or less from your hand or trash. Then, you cannot play Character cards during this turn.",,KISUKE,5,legal,legal
OP17-093,,Character,Black,8,,8000,,Strike,Elbaph/The Four Emperors/Straw Hat Crew,"If there is a Character with a cost of 12 or more, this Character gains [Rush]. [On Play] Draw 1 card and play up to 1 Character card with a cost of 2 or less from your trash.",,kudo sakiko,5,legal,legal
OP17-093p1,Alternate Art,Character,Black,8,,8000,,Strike,Elbaph/The Four Emperors/Straw Hat Crew,"If there is a Character with a cost of 12 or more, this Character gains [Rush]. [On Play] Draw 1 card and play up to 1 Character card with a cost of 2 or less from your trash.",,Bashikou,5,legal,legal
OP17-094,,Character,Black,1,,2000,2000,Slash,Giant/Elbaph/New Giant Pirates,"If your Leader has the {Elbaph} type, this Character gains +12 cost.",,tasaka,5,legal,legal
OP17-095,,Character,Black,2,,2000,2000,Slash,Elbaph/Straw Hat Crew,"If there is a Character with a cost of 12 or more, this Character gains +3000 power. If one of your Characters would be removed from the field by your opponent's effect, you may place 3 cards from your trash at the bottom of your deck in any order instead.",,kudo sakiko,5,legal,legal
OP17-096,,Event,Black,1,,,,,Elbaph/The Four Emperors/Straw Hat Crew,"[Counter] If there is a Character with a cost of 12 or more, up to 1 of your Leader or Characters gains +4000 power during this battle. [Trigger] Add up to 1 {Elbaph} type card from your trash to your hand.",,,5,legal,legal
OP17-097,,Event,Black,1,,,,,Giant/Elbaph,[Main] Give all of your opponent's Characters −1 cost during this turn. [Counter] Your Leader gains +3000 power during this battle.,,,5,legal,legal
OP17-098,,Event,Black,1,,,,,Elbaph/The Four Emperors/Straw Hat Crew,"[Main] You may rest 6 of your DON!! cards: If there is a Character with a cost of 12 or more, K.O. up to 2 of your opponent's Characters with a cost of 6 or less. [Counter] Your Leader gains +3000 power during this battle.",,,5,legal,legal
OP17-099,,Leader,Yellow,,5,5000,,Special,The Four Emperors/Big Mom Pirates,"[When Attacking] You may trash 1 card from your hand: Your opponent chooses one: • Trash 1 card from your hand. Then, add up to 1 card from the top of your deck to the top of your Life cards. • Trash 1 card from your opponent's hand.",,Kantaro Ito,5,legal,legal
OP17-099p1,Alternate Art,Leader,Yellow,,5,5000,,Special,The Four Emperors/Big Mom Pirates,"[When Attacking] You may trash 1 card from your hand: Your opponent chooses one: • Trash 1 card from your hand. Then, add up to 1 card from the top of your deck to the top of your Life cards. • Trash 1 card from your opponent's hand.",,,5,legal,legal
OP17-100,,Character,Yellow,7,,8000,2000,Ranged,Supernovas/Firetank Pirates,,,touge369,5,legal,legal
OP17-101,,Character,Yellow,5,,6000,1000,Special,Supernovas/Caribou Pirates,[Activate: Main] [Once Per Turn] You may add 1 card from the top of your Life cards to your hand: Give up to 1 of your opponent's Characters −3000 power during this turn. [Trigger] You may trash 1 card from your hand: K.O. up to 1 of your opponent's Characters with a cost of 5 or less.,,kankurou,5,legal,legal
OP17-102,,Character,Yellow,4,,4000,1000,Special,Big Mom Pirates,[On K.O.] Play up to 1 Character card with 4000 power or less other than [Charlotte Oven] from your trash. [Trigger] Play this card.,,Yasushi Yamaguchi,5,legal,legal
OP17-103,,Character,Yellow,6,,4000,1000,Strike,Big Mom Pirates,"[Your Turn] [On Play] If your Leader has the {Big Mom Pirates} type, add up to 1 card from the top of your deck to the top of your Life cards. Then, give up to 1 of your opponent's Characters −3000 power during this turn. [Trigger] Play this card.",,Koushi Rokushiro,5,legal,legal
OP17-104,,Character,Yellow,3,,4000,1000,Slash,Big Mom Pirates,"[Your Turn] [On Play] You may rest 2 of your DON!! cards: If your Leader has the {Big Mom Pirates} type, add up to 1 card from the top of your deck to the top of your Life cards. [Trigger] Play this card.",,BISAI,5,legal,legal
OP17-105,,Character,Yellow,5,,0,1000,Wisdom,Firetank Pirates/Former Big Mom Pirates,[On Play] You may trash 1 card with a [Trigger] from your hand: Return up to 1 of your opponent's Characters with a,,Retsu,5,legal,legal
OP17-106,,Character,Yellow,5,,4000,1000,Special,Big Mom Pirates,"[Your Turn] [On Play] You may rest 2 of your DON!! cards: Add up to 1 card from the top of your deck to the top of your Life cards. Then, your opponent trashes 1 card from their hand. [Trigger] Play this card.",,Kaito Shibano,5,legal,legal
OP17-107,,Character,Yellow,3,,4000,2000,Slash,Big Mom Pirates,,[Trigger] Play this card.,HISASHI HUJIWARA,5,legal,legal
OP17-107p1,Parallel,Character,Yellow,3,,4000,2000,Slash,Big Mom Pirates,,[Trigger] Play this card.,HISASHI HUJIWARA,5,legal,legal
OP17-108,,Character,Yellow,3,,4000,1000,Special,Big Mom Pirates,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [Trigger] Rest up to 1 of your opponent's Characters with a cost of 6 or less.",,kankurou,5,legal,legal
OP17-109,,Character,Yellow,3,,4000,1000,Wisdom,Big Mom Pirates,[On Play] You may trash 1 card with a [Trigger] from your hand: Draw 3 cards.,,sho,5,legal,legal
OP17-110,,Character,Yellow,7,,4000,1000,Special,Big Mom Pirates,"[Your Turn] [On Play] Play up to 1 {Big Mom Pirates} type Character card with a cost of 6 or less from your hand. Then, this Character gains [Rush] during this turn. [Trigger] Play this card.",,Nekobayashi,5,legal,legal
OP17-111,,Character,Yellow,3,,4000,1000,Special,Big Mom Pirates,[On Play] You may reveal 2 cards with a [Trigger] from your hand: K.O. up to 2 of your opponent's Characters with a cost of 1 or less.,,Morechand,5,legal,legal
OP17-112,,Character,Yellow,10,,12000,,Special,The Four Emperors/Big Mom Pirates,"[Your Turn] The base power of all of your Characters with a [Trigger] and 4000 base power becomes 8000. [On Play] Draw 1 card, then choose one: • Add up to 1 card from the top of your deck to the top of your Life cards. • Add up to 1 card from the top of your opponent's Life cards to the owner's hand.",,Hokuyuu,,legal,legal
OP17-112p1,Alternate Art,Character,Yellow,10,,12000,,Special,The Four Emperors/Big Mom Pirates,"[Your Turn] The base power of all of your Characters with a [Trigger] and 4000 base power becomes 8000. [On Play] Draw 1 card, then choose one: • Add up to 1 card from the top of your deck to the top of your Life cards. • Add up to 1 card from the top of your opponent's Life cards to the owner's hand.",,Tadaichi Nakama,,legal,legal
OP17-112p2,Manga Art,Character,Yellow,10,,12000,,Special,The Four Emperors/Big Mom Pirates,"[Your Turn] The base power of all of your Characters with a [Trigger] and 4000 base power becomes 8000. [On Play] Draw 1 card, then choose one: • Add up to 1 card from the top of your deck to the top of your Life cards. • Add up to 1 card from the top of your opponent's Life cards to the owner's hand.",,,,legal,legal
OP17-113,,Character,Yellow,1,,2000,2000,Slash,Big Mom Pirates,"[On Play] Look at 3 cards from the top of your deck; reveal up to 1 {Big Mom Pirates} type card and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,Misa Matoki,5,legal,legal
OP17-114,,Character,Yellow,6,,4000,1000,Slash/Strike,Big Mom Pirates,"[Your Turn] [On Play] You may rest 2 of your DON!! cards: Draw 1 card and add up to 1 card from the top of your deck to the top of your Life cards. Then, give up to 2 of your opponent's Characters −3000 power during this turn. [Trigger] Play this card.",,Koushi Rokushiro,5,legal,legal
OP17-114p1,Alternate Art,Character,Yellow,6,,4000,1000,Slash/Strike,Big Mom Pirates,"[Your Turn] [On Play] You may rest 2 of your DON!! cards: Draw 1 card and add up to 1 card from the top of your deck to the top of your Life cards. Then, give up to 2 of your opponent's Characters −3000 power during this turn. [Trigger] Play this card.",,BISAI,5,legal,legal
OP17-115,,Event,Yellow,1,,,,,The Four Emperors/Big Mom Pirates,[Main] Your [Charlotte Linlin] Leader gains [Unblockable] during this turn. [Counter] Up to 1 of your [Charlotte Linlin] gains +4000 power during this battle.,,,5,legal,legal
OP17-116,,Event,Yellow,1,,,,,The Four Emperors/Big Mom Pirates,"[Main] You may rest 2 of your DON!! cards: K.O. up to 1 of your opponent's Stages. [Counter] If you have 2 or more Characters with a [Trigger], up to 1 of your Leader or Characters gains +4000 power during this battle.",,,5,legal,legal
OP17-117,,Event,Yellow,1,,,,,The Four Emperors/Big Mom Pirates,"[Counter] Up to 1 of your [Charlotte Linlin] gains +3000 power during this battle. [Trigger] Your opponent may trash 3 cards from their hand. If they do not, K.O. up to 1 of your opponent's Characters with a cost of 6 or less.",,,5,legal,legal
OP17-118,,Character,Blue,10,,12000,,Slash,Rocks Pirates,"If you only have Characters without a Counter, this card in your hand has a +2000 Counter. [On Play] Draw 1 card and play up to 2 {Rocks Pirates} type cards with different card names and a total cost of 9 or less from your hand.",,Anderson,,legal,legal
OP17-118p1,Alternate Art,Character,Blue,10,,12000,,Slash,Rocks Pirates,"If you only have Characters without a Counter, this card in your hand has a +2000 Counter. [On Play] Draw 1 card and play up to 2 {Rocks Pirates} type cards with different card names and a total cost of 9 or less from your hand.",,Matsumoto Akira,,legal,legal
OP17-118p2,Manga Art,Character,Blue,10,,12000,,Slash,Rocks Pirates,"If you only have Characters without a Counter, this card in your hand has a +2000 Counter. [On Play] Draw 1 card and play up to 2 {Rocks Pirates} type cards with different card names and a total cost of 9 or less from your hand.",,,,legal,legal
OP17-119,,Character,Black,6,,8000,,Strike,Giant/Elbaph,"This Character gains +12 cost, and if it is your opponent's turn, this Character gains +3000 power. [On Play] K.O. your opponent's Characters with a total cost of 4 or less.",,Akanegumo,5,legal,legal
OP17-119p1,Alternate Art,Character,Black,6,,8000,,Strike,Giant/Elbaph,"This Character gains +12 cost, and if it is your opponent's turn, this Character gains +3000 power. [On Play] K.O. your opponent's Characters with a total cost of 4 or less.",,AKIRA EGAWA,5,legal,legal
