card_number,variant,category,color,cost,life,power,counter,attribute,types,effect,trigger,artist,block,standard,extra
OP11-087,,Character,Black,5,,6000,2000,Wisdom,Animal Kingdom Pirates/SMILE,,,Haru Miyajima,3,legal,legal
OP11-088,,Character,Black,4,,5000,1000,Special,Navy,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [Once Per Turn] This effect can be activated when your opponent's Character attacks. If that Character has the <Slash> attribute, this Character gains +5000 power during this battle.",,tasaka,3,legal,legal
OP11-089,,Character,Black,5,,7000,1000,Special,Animal Kingdom Pirates,,,phima,3,legal,legal
OP11-090,,Character,Black,2,,2000,1000,Strike,Animal Kingdom Pirates/SMILE,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,Yoichi Amano,3,legal,legal
OP11-091,,Character,Black,4,,5000,2000,Special,Navy,[On Play] Your opponent places 3 Events from their trash at the bottom of their deck in any order.,,SHINRA AGENCY Co. Ltd.,3,legal,legal
OP11-092,,Character,Black,6,,7000,,Slash,Navy/SWORD,"[On Play] You may trash 1 card from your hand: Draw 1 card and play up to 1 {SWORD} type Character card with a cost of 8 or less other than [Helmeppo] from your trash. Then, place the 1 Character played by this effect at the bottom of the owner's deck at the end of this turn.",,Yoichi Amano,3,legal,legal
OP11-092p1,Alternate Art,Character,Black,6,,7000,,Slash,Navy/SWORD,"[On Play] You may trash 1 card from your hand: Draw 1 card and play up to 1 {SWORD} type Character card with a cost of 8 or less other than [Helmeppo] from your trash. Then, place the 1 Character played by this effect at the bottom of the owner's deck at the end of this turn.",,SENNSU,3,legal,legal
OP11-093,,Character,Black,6,,7000,2000,Slash,Navy,,,SHINRA AGENCY Co. Ltd.,3,legal,legal
OP11-094,,Character,Black,6,,8000,1000,Slash,Navy,,,Yoichi Amano,3,legal,legal
OP11-095,,Character,Black,8,,8000,,Strike,Navy,"[On Play] You may place 3 {Navy} type cards from your trash at the bottom of your deck in any order: Give up to 1 rested DON!! card to 1 of your Leader. Then, if there is a Character with a cost of 9 or more, K.O. up to 1 of your opponent's Characters with a cost of 7 or less.",,Katsuo Tadano,3,legal,legal
OP11-095p1,Alternate Art,Character,Black,8,,8000,,Strike,Navy,"[On Play] You may place 3 {Navy} type cards from your trash at the bottom of your deck in any order: Give up to 1 rested DON!! card to 1 of your Leader. Then, if there is a Character with a cost of 9 or more, K.O. up to 1 of your opponent's Characters with a cost of 7 or less.",,AKIRA EGAWA,3,legal,legal
OP11-096,,Character,Black,1,,1000,1000,Wisdom,East Blue/Navy,"If you have a black {Navy} type Character other than [Ripper], this Character gains [Blocker]. (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,SHINRA AGENCY Co. Ltd.,3,legal,legal
OP11-097,,Event,Black,1,,,,,Navy,"[Counter] Up to 1 of your Leader or Character cards gains +1000 power during this battle. Then, if you have 10 or more cards in your trash, add up to 1 black Character card with a cost of 3 or less from your trash to your hand.",,,3,legal,legal
OP11-098,,Event,Black,3,,,,,Navy,[Main] You may trash 3 cards from the top of your deck: K.O. up to 1 of your opponent's Characters with a cost of 2 or less. [Trigger] Up to 1 of your Leader or Character cards gains +1000 power during this turn.,,,3,legal,legal
OP11-099,,Event,Black,1,,,,,East Blue/Navy,"[Main] Look at 3 cards from the top of your deck; reveal up to 1 {Navy} type card other than [I'm Gonna Be a Navy Officer!!!] and add it to your hand. Then, trash the rest. [Trigger] Activate this card's [Main] effect.",,,3,legal,legal
OP11-100,,Character,Yellow,1,,0,2000,Wisdom,Merfolk/Fish-Man Island,"[On Play] If your Leader is [Shirahoshi], you may turn 1 card from the top of your Life cards face-down: Draw 1 card.",,BISAI,3,legal,legal
OP11-101,,Character,Yellow,2,,1000,1000,Ranged,Supernovas/Firetank Pirates,"[Blocker] [Once Per Turn] If your {Supernovas} type Character other than [Capone""Gang""Bege] would be removed from the field by your opponent's effect, you may add it to the top of your Life cards face-down instead.",,DAI-XT.,3,legal,legal
OP11-101p1,Alternate Art,Character,Yellow,2,,1000,1000,Ranged,Supernovas/Firetank Pirates,"[Blocker] [Once Per Turn] If your {Supernovas} type Character other than [Capone""Gang""Bege] would be removed from the field by your opponent's effect, you may add it to the top of your Life cards face-down instead.",,Hokuyuu,3,legal,legal
OP11-102,,Character,Yellow,1,,1000,2000,Wisdom,Merfolk/Fish-Man Island,"[Your Turn] [Once Per Turn] This effect can be activated when your opponent activates an Event or [Trigger]. If your opponent has 2 or more Life cards, trash 1 card from the top of each of your and your opponent's Life cards.",,Hokuyuu,3,legal,legal
OP11-103,,Character,Yellow,5,,7000,,Strike,Neptunian,"[Activate: Main] If your Leader is [Shirahoshi], you may rest this Character and turn 1 card from the top of your Life cards face-down: K.O. up to 1 of your opponent's Characters with a cost of 3 or less.",,touge369,3,legal,legal
OP11-104,,Character,Yellow,3,,4000,1000,Wisdom,Merfolk/Fish-Man Island,"[Blocker] [On Play] You may turn 1 card from the top of your Life cards face-down: Look at 3 cards from the top of your deck; reveal up to 1 {Fish-Man Island} type card and add it to your hand. Then, place the rest at the top or bottom of the deck in any order.",,Koushi Rokushiro,3,legal,legal
OP11-105,,Character,Yellow,5,,6000,2000,Wisdom,Firetank Pirates/Former Big Mom Pirates,,,Aidle Co. Ltd.,3,legal,legal
OP11-106,,Character,Yellow,2,,2000,2000,Special,Homies/Big Mom Pirates,[On Play] You may add 1 card from the top or bottom of your Life cards to your hand: K.O. up to 1 of your opponent's Characters with a cost of 5 or less.,,Misa Matoki,3,legal,legal
OP11-106p1,Alternate Art,Character,Yellow,2,,2000,2000,Special,Homies/Big Mom Pirates,[On Play] You may add 1 card from the top or bottom of your Life cards to your hand: K.O. up to 1 of your opponent's Characters with a cost of 5 or less.,,Kazuno Yuikawa,3,legal,legal
OP11-107,,Character,Yellow,5,,6000,1000,Strike,Neptunian,"[Blocker] [Activate: Main] [Once Per Turn] If your Leader is [Shirahoshi], you may turn 1 card from the top of your Life cards face-down: Set this Character as active at the end of this turn.",,touge369,3,legal,legal
OP11-108,,Character,Yellow,5,,7000,,Slash,Merfolk/Fish-Man Island,"[On Play] If your Leader is [Shirahoshi], you may turn 1 card from the top of your Life cards face-down: Draw 2 cards and trash 1 card from your hand.",,Hayaken-sarena,3,legal,legal
OP11-109,,Character,Yellow,1,,0,1000,Wisdom,Animal/Fish-Man Island,"[On Play] If you have [Camie], draw 2 cards and trash 2 cards from your hand.",,Yuu Shimotsuki,3,legal,legal
OP11-110,,Character,Yellow,3,,5000,,Slash,Merfolk/Fish-Man Island,"If this Character would be K.O.'d, you may rest 1 of your [Fish-Man Island] or your [Shirahoshi] Leader instead. [On Play] You may add 1 card from the top or bottom of your Life cards to your hand: K.O. up to 1 of your opponent's Characters with a cost of 1 or less.",,Morechand,3,legal,legal
OP11-111,,Character,Yellow,6,,7000,2000,Slash,Merfolk/Fish-Man Island,,,kankurou,3,legal,legal
OP11-112,,Character,Yellow,3,,2000,1000,Wisdom,Animal/Fish-Man Island,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.) [Opponent's Turn] If your Leader is [Shirahoshi], this Character gains +4000 power.",,HISASHI HUJIWARA,3,legal,legal
OP11-113,,Character,Yellow,5,,7000,1000,Slash,Merfolk/Fish-Man Island,,,kankurou,3,legal,legal
OP11-114,,Event,Yellow,1,,,,,Straw Hat Crew,"[Main] You may rest 3 of your DON!! cards: If you and your opponent have a total of 5 or more Life cards, K.O. up to 1 of your opponent's Characters with a base cost of 5 or less. [Counter] Up to 1 of your Leader gains +3000 power during this battle.",,,3,legal,legal
OP11-114p1,Alternate Art,Event,Yellow,1,,,,,Straw Hat Crew,"[Main] You may rest 3 of your DON!! cards: If you and your opponent have a total of 5 or more Life cards, K.O. up to 1 of your opponent's Characters with a base cost of 5 or less. [Counter] Up to 1 of your Leader gains +3000 power during this battle.",,,3,legal,legal
OP11-115,,Event,Yellow,1,,,,,Merfolk/Fish-Man Island,"[Counter] If your Leader is [Shirahoshi], up to 1 of your Leader or Character cards gains +4000 power during this battle. [Trigger] K.O. up to 1 of your opponent's Characters with a cost of 2 or less.",,,3,legal,legal
OP11-116,,Event,Yellow,6,,,,,Merfolk/Fish-Man Island,[Main] Add up to 1 Character with a cost of 6 or less to the top or bottom of the owner's Life cards face-up. [Trigger] Add up to 1 of your opponent's Characters with a cost of 4 or less to the top or bottom of the owner's Life cards face-up.,,,3,legal,legal
OP11-117,,Stage,Yellow,2,,,,,Fish-Man Island,"[Activate: Main] [Once Per Turn] If your Leader is [Shirahoshi], you may turn 1 card from the top of your Life cards face-up: Up to 1 of your {Neptunian}, {Fish-Man}, or {Merfolk} type Characters gains +1000 power during this turn.",,,3,legal,legal
OP11-118,,Character,Blue,8,,8000,,Strike,Straw Hat Crew,"[Rush] [When Attacking] You may trash 1 card from your hand: Return up to 1 Character with a cost of 4 or less to the owner's hand. Then, give up to 1 rested DON!! card to your Leader or 1 of your Characters.",,otton,3,legal,legal
OP11-118p1,Alternate Art,Character,Blue,8,,8000,,Strike,Straw Hat Crew,"[Rush] [When Attacking] You may trash 1 card from your hand: Return up to 1 Character with a cost of 4 or less to the owner's hand. Then, give up to 1 rested DON!! card to your Leader or 1 of your Characters.",,tatsuya,3,legal,legal
OP11-118p2,Manga Art,Character,Blue,8,,8000,,Strike,Straw Hat Crew,"[Rush] [When Attacking] You may trash 1 card from your hand: Return up to 1 Character with a cost of 4 or less to the owner's hand. Then, give up to 1 rested DON!! card to your Leader or 1 of your Characters.",,,,legal,legal
OP11-119,,Character,Black,8,,9000,,Strike,Navy/SWORD,[On Play] Up to 1 of your Characters can also attack active Characters during this turn. [When Attacking] You may place 2 cards from your trash at the bottom of your deck in any order: Up to 1 of your Leader or Character cards gains +1000 power until the end of your opponent's next turn.,,Bashikou,3,legal,legal
OP11-119p1,Alternate Art,Character,Black,8,,9000,,Strike,Navy/SWORD,[On Play] Up to 1 of your Characters can also attack active Characters during this turn. [When Attacking] You may place 2 cards from your trash at the bottom of your deck in any order: Up to 1 of your Leader or Character cards gains +1000 power until the end of your opponent's next turn.,,TAPIOCA,3,legal,legal
